"Defunciones mensuales de la C.A. de Euskadi por grandes grupos CIE-10, mes, tramo edad cumplida, sexo y periodo"

"grandes grupos CIE-10","mes","tramo edad cumplida","sexo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","30 - 39","Mujeres",0,0,0,1,0,0,0,0,1,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","40 - 49","Hombres",2,1,4,0,0,1,0,1,2,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","40 - 49","Mujeres",2,1,0,0,1,1,0,0,0,0,0,0,0,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","50 - 59","Hombres",1,1,3,2,4,3,1,1,1,1,0,2,4,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","50 - 59","Mujeres",0,0,0,1,2,0,0,0,2,0,0,1,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","60 - 69","Hombres",1,3,1,3,2,0,1,2,1,1,2,1,1,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","60 - 69","Mujeres",0,2,1,2,0,0,0,0,0,1,0,0,2,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","70 - 79","Hombres",6,3,3,1,1,1,3,2,2,0,2,4,8,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","70 - 79","Mujeres",2,2,2,2,2,3,3,1,0,0,0,0,2,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","80 - 89","Hombres",4,3,2,3,5,5,8,1,1,9,6,10,3,5
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre","80 - 89","Mujeres",3,6,3,6,6,6,9,9,7,6,7,2,4,6
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre",">= 90","Hombres",0,1,0,0,3,0,1,3,4,0,6,4,5,4
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Septiembre",">= 90","Mujeres",3,5,6,3,4,6,6,6,8,5,3,5,4,7
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","0","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","20 - 29","Hombres",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","30 - 39","Hombres",0,0,1,0,0,1,0,0,0,0,0,0,1,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","40 - 49","Hombres",2,1,1,1,0,2,2,2,0,1,0,0,1,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","40 - 49","Mujeres",0,1,1,0,0,0,0,0,2,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","50 - 59","Hombres",1,2,2,4,0,1,0,4,2,0,2,0,1,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","50 - 59","Mujeres",1,0,0,0,0,0,2,0,0,0,0,1,1,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","60 - 69","Hombres",1,2,1,0,0,3,1,2,1,1,0,1,1,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","60 - 69","Mujeres",0,4,0,2,2,0,0,0,1,1,0,1,1,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","70 - 79","Hombres",1,3,1,1,1,1,2,3,6,0,0,1,2,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","70 - 79","Mujeres",3,4,1,4,0,1,3,1,2,0,1,3,2,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","80 - 89","Hombres",3,3,3,3,4,1,6,11,2,3,5,5,7,4
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre","80 - 89","Mujeres",4,6,7,11,6,8,9,3,7,3,2,6,6,7
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre",">= 90","Hombres",1,2,2,0,0,2,1,5,3,4,3,3,3,3
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Octubre",">= 90","Mujeres",1,5,2,3,5,5,5,7,4,4,7,8,5,6
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","0","Hombres",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","0","Mujeres",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","10 - 19","Hombres",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","30 - 39","Hombres",1,1,1,0,0,1,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","30 - 39","Mujeres",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","40 - 49","Hombres",2,1,2,0,0,0,0,1,0,0,0,2,3,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","40 - 49","Mujeres",0,1,0,0,2,2,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","50 - 59","Hombres",0,2,1,2,3,2,3,0,2,1,1,0,2,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","50 - 59","Mujeres",0,0,0,2,0,0,0,1,0,0,2,0,1,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","60 - 69","Hombres",1,3,0,0,0,1,2,3,1,4,2,0,2,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","60 - 69","Mujeres",0,0,1,1,1,1,1,0,0,1,1,0,2,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","70 - 79","Hombres",2,2,3,0,1,1,2,4,4,2,4,2,6,5
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","70 - 79","Mujeres",5,0,2,1,5,1,1,1,0,2,2,1,2,3
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","80 - 89","Hombres",8,4,5,2,4,7,6,10,3,9,5,7,5,4
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre","80 - 89","Mujeres",4,5,7,8,8,10,1,6,4,4,6,7,10,3
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre",">= 90","Hombres",1,0,3,0,4,2,1,1,4,4,2,1,4,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Noviembre",">= 90","Mujeres",6,4,2,4,5,4,7,10,6,6,4,4,10,6
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","0","Mujeres",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","10 - 19","Mujeres",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","20 - 29","Mujeres",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","30 - 39","Hombres",3,1,1,0,0,1,0,1,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","30 - 39","Mujeres",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","40 - 49","Hombres",0,4,2,3,2,1,1,0,0,2,3,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","40 - 49","Mujeres",0,3,0,0,1,0,0,0,1,0,1,0,1,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","50 - 59","Hombres",2,0,2,4,3,1,2,2,3,3,1,2,2,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","50 - 59","Mujeres",0,0,1,0,1,2,0,0,0,1,0,0,0,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","60 - 69","Hombres",0,0,2,0,1,3,0,1,0,0,2,2,2,1
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","60 - 69","Mujeres",1,1,0,3,0,2,0,0,1,1,1,1,1,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","70 - 79","Hombres",5,2,2,6,1,2,1,3,4,2,5,1,3,3
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","70 - 79","Mujeres",2,3,2,1,1,1,0,4,1,2,3,6,1,0
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","80 - 89","Hombres",5,3,8,7,5,6,5,6,7,3,7,4,7,3
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre","80 - 89","Mujeres",6,8,5,5,6,5,5,13,5,3,6,8,10,9
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre",">= 90","Hombres",2,3,0,1,2,2,2,6,2,0,5,6,0,2
"I. Ciertas enfermedades infecciosas y parasitarias (A00 - B99)","Diciembre",">= 90","Mujeres",3,8,3,4,2,7,2,9,4,4,3,4,1,8
"II. Tumores [neoplasias] (C00 - D48)","Enero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Enero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Enero","1 - 9","Hombres",0,0,0,0,0,0,0,0,1,1,1,0,0,1
"II. Tumores [neoplasias] (C00 - D48)","Enero","1 - 9","Mujeres",0,1,0,0,0,0,1,0,0,0,1,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Enero","10 - 19","Hombres",0,0,0,0,1,0,1,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Enero","10 - 19","Mujeres",1,0,0,0,2,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Enero","20 - 29","Hombres",0,3,0,1,1,0,0,1,0,0,1,0,1,1
"II. Tumores [neoplasias] (C00 - D48)","Enero","20 - 29","Mujeres",1,2,0,0,0,0,0,1,2,1,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Enero","30 - 39","Hombres",4,4,3,3,2,2,0,2,2,2,1,0,0,1
"II. Tumores [neoplasias] (C00 - D48)","Enero","30 - 39","Mujeres",3,4,1,2,0,4,1,0,3,1,0,1,5,1
"II. Tumores [neoplasias] (C00 - D48)","Enero","40 - 49","Hombres",11,15,13,12,11,11,7,9,7,5,3,5,9,9
"II. Tumores [neoplasias] (C00 - D48)","Enero","40 - 49","Mujeres",8,10,8,8,21,11,8,9,6,5,7,5,12,4
"II. Tumores [neoplasias] (C00 - D48)","Enero","50 - 59","Hombres",44,47,24,42,39,30,33,40,31,39,20,32,21,35
"II. Tumores [neoplasias] (C00 - D48)","Enero","50 - 59","Mujeres",21,15,26,35,37,32,28,31,28,29,19,17,17,23
"II. Tumores [neoplasias] (C00 - D48)","Enero","60 - 69","Hombres",63,74,69,64,82,71,72,70,72,76,75,58,67,59
"II. Tumores [neoplasias] (C00 - D48)","Enero","60 - 69","Mujeres",24,32,38,31,29,38,29,39,32,38,41,50,45,47
"II. Tumores [neoplasias] (C00 - D48)","Enero","70 - 79","Hombres",76,112,114,99,86,105,93,94,106,91,102,84,90,91
"II. Tumores [neoplasias] (C00 - D48)","Enero","70 - 79","Mujeres",49,42,50,50,46,52,42,49,37,49,61,47,51,61
"II. Tumores [neoplasias] (C00 - D48)","Enero","80 - 89","Hombres",100,88,98,88,84,119,114,114,105,103,119,92,76,103
"II. Tumores [neoplasias] (C00 - D48)","Enero","80 - 89","Mujeres",62,69,62,65,63,69,76,87,83,79,76,59,68,55
"II. Tumores [neoplasias] (C00 - D48)","Enero",">= 90","Hombres",14,18,20,15,22,21,26,25,30,22,33,24,27,38
"II. Tumores [neoplasias] (C00 - D48)","Enero",">= 90","Mujeres",14,22,23,24,27,26,36,38,31,42,31,23,24,32
"II. Tumores [neoplasias] (C00 - D48)","Febrero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","0","Mujeres",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","1 - 9","Hombres",1,2,1,0,1,0,0,0,1,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","1 - 9","Mujeres",1,0,0,1,0,1,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","10 - 19","Hombres",1,0,0,0,0,0,0,0,1,0,0,0,1,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","10 - 19","Mujeres",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","20 - 29","Hombres",1,1,0,2,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Febrero","20 - 29","Mujeres",0,0,1,0,1,0,0,1,0,0,0,1,2,2
"II. Tumores [neoplasias] (C00 - D48)","Febrero","30 - 39","Hombres",0,2,2,2,2,4,3,1,0,0,1,1,1,1
"II. Tumores [neoplasias] (C00 - D48)","Febrero","30 - 39","Mujeres",1,3,3,2,6,4,0,2,2,1,0,1,3,1
"II. Tumores [neoplasias] (C00 - D48)","Febrero","40 - 49","Hombres",8,12,8,9,8,3,3,8,6,3,2,8,3,9
"II. Tumores [neoplasias] (C00 - D48)","Febrero","40 - 49","Mujeres",7,14,5,9,7,4,6,10,8,7,4,3,8,2
"II. Tumores [neoplasias] (C00 - D48)","Febrero","50 - 59","Hombres",39,35,36,25,42,50,37,26,29,25,29,29,17,27
"II. Tumores [neoplasias] (C00 - D48)","Febrero","50 - 59","Mujeres",21,31,22,14,24,20,23,17,21,15,24,24,22,13
"II. Tumores [neoplasias] (C00 - D48)","Febrero","60 - 69","Hombres",61,71,80,74,69,58,73,66,65,70,72,54,57,61
"II. Tumores [neoplasias] (C00 - D48)","Febrero","60 - 69","Mujeres",29,40,30,25,46,40,39,31,26,29,31,33,43,49
"II. Tumores [neoplasias] (C00 - D48)","Febrero","70 - 79","Hombres",81,76,122,94,82,98,90,72,93,88,92,84,86,106
"II. Tumores [neoplasias] (C00 - D48)","Febrero","70 - 79","Mujeres",38,36,37,37,35,43,49,34,35,33,43,43,62,35
"II. Tumores [neoplasias] (C00 - D48)","Febrero","80 - 89","Hombres",88,99,103,71,99,83,95,95,101,85,99,82,80,79
"II. Tumores [neoplasias] (C00 - D48)","Febrero","80 - 89","Mujeres",50,56,70,41,65,67,70,74,62,71,64,57,55,51
"II. Tumores [neoplasias] (C00 - D48)","Febrero",">= 90","Hombres",13,11,18,18,20,25,22,19,19,22,22,23,26,33
"II. Tumores [neoplasias] (C00 - D48)","Febrero",">= 90","Mujeres",23,18,18,18,19,21,18,24,33,29,40,38,33,38
"II. Tumores [neoplasias] (C00 - D48)","Marzo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Marzo","0","Mujeres",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Marzo","1 - 9","Hombres",0,0,0,0,1,0,0,0,0,0,0,1,0,0
"II. Tumores [neoplasias] (C00 - D48)","Marzo","1 - 9","Mujeres",0,0,0,1,2,0,0,0,0,1,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Marzo","10 - 19","Hombres",0,1,1,0,0,1,1,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Marzo","10 - 19","Mujeres",0,1,0,1,0,1,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Marzo","20 - 29","Hombres",1,1,0,1,0,0,0,0,0,0,1,0,0,1
"II. Tumores [neoplasias] (C00 - D48)","Marzo","20 - 29","Mujeres",2,0,0,0,0,0,1,0,0,0,0,1,0,1
"II. Tumores [neoplasias] (C00 - D48)","Marzo","30 - 39","Hombres",1,0,2,3,0,2,0,0,2,2,2,0,1,1
"II. Tumores [neoplasias] (C00 - D48)","Marzo","30 - 39","Mujeres",2,2,3,2,3,3,0,0,1,2,1,0,2,3
"II. Tumores [neoplasias] (C00 - D48)","Marzo","40 - 49","Hombres",5,16,10,9,5,6,8,11,3,5,5,0,7,7
"II. Tumores [neoplasias] (C00 - D48)","Marzo","40 - 49","Mujeres",4,13,6,9,9,9,6,5,11,10,4,6,11,5
"II. Tumores [neoplasias] (C00 - D48)","Marzo","50 - 59","Hombres",34,39,37,31,41,33,29,20,37,38,28,27,26,18
"II. Tumores [neoplasias] (C00 - D48)","Marzo","50 - 59","Mujeres",33,27,21,24,22,33,19,29,25,16,24,25,25,21
"II. Tumores [neoplasias] (C00 - D48)","Marzo","60 - 69","Hombres",80,65,70,72,70,81,59,65,86,78,78,60,49,73
"II. Tumores [neoplasias] (C00 - D48)","Marzo","60 - 69","Mujeres",31,31,35,25,24,25,36,33,30,35,41,40,48,42
"II. Tumores [neoplasias] (C00 - D48)","Marzo","70 - 79","Hombres",87,106,97,84,93,110,84,67,91,95,98,101,116,93
"II. Tumores [neoplasias] (C00 - D48)","Marzo","70 - 79","Mujeres",44,49,51,59,57,40,32,45,40,42,55,40,55,56
"II. Tumores [neoplasias] (C00 - D48)","Marzo","80 - 89","Hombres",94,91,96,92,89,110,76,94,87,95,93,78,84,107
"II. Tumores [neoplasias] (C00 - D48)","Marzo","80 - 89","Mujeres",60,58,66,72,71,83,74,78,67,73,71,58,64,60
"II. Tumores [neoplasias] (C00 - D48)","Marzo",">= 90","Hombres",17,10,12,14,19,18,18,20,27,23,25,27,39,28
"II. Tumores [neoplasias] (C00 - D48)","Marzo",">= 90","Mujeres",26,24,19,20,21,22,26,20,32,41,28,33,33,38
"II. Tumores [neoplasias] (C00 - D48)","Abril","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Abril","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Abril","1 - 9","Hombres",0,0,0,1,0,1,0,0,0,0,0,1,0,0
"II. Tumores [neoplasias] (C00 - D48)","Abril","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"II. Tumores [neoplasias] (C00 - D48)","Abril","10 - 19","Hombres",0,0,0,0,0,1,0,0,0,0,0,0,0,2
"II. Tumores [neoplasias] (C00 - D48)","Abril","10 - 19","Mujeres",1,0,0,0,0,0,1,0,1,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Abril","20 - 29","Hombres",0,2,0,0,0,0,0,0,1,1,1,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Abril","20 - 29","Mujeres",1,1,0,0,0,0,0,0,2,0,1,0,1,1
"II. Tumores [neoplasias] (C00 - D48)","Abril","30 - 39","Hombres",3,2,1,1,1,2,0,1,1,3,2,2,1,1
"II. Tumores [neoplasias] (C00 - D48)","Abril","30 - 39","Mujeres",3,4,1,0,1,2,3,1,3,0,0,3,1,2
"II. Tumores [neoplasias] (C00 - D48)","Abril","40 - 49","Hombres",14,8,6,8,8,6,10,7,9,7,3,8,6,8
"II. Tumores [neoplasias] (C00 - D48)","Abril","40 - 49","Mujeres",12,5,7,5,6,9,9,7,8,6,6,8,9,3
"II. Tumores [neoplasias] (C00 - D48)","Abril","50 - 59","Hombres",35,44,25,31,34,44,38,37,37,26,31,27,33,21
"II. Tumores [neoplasias] (C00 - D48)","Abril","50 - 59","Mujeres",23,29,21,24,26,31,33,23,14,18,24,25,18,17
"II. Tumores [neoplasias] (C00 - D48)","Abril","60 - 69","Hombres",66,81,58,80,67,73,70,65,68,76,58,61,63,57
"II. Tumores [neoplasias] (C00 - D48)","Abril","60 - 69","Mujeres",35,20,28,30,33,35,34,29,35,35,32,29,29,33
"II. Tumores [neoplasias] (C00 - D48)","Abril","70 - 79","Hombres",82,102,81,85,108,63,99,85,83,97,92,88,78,88
"II. Tumores [neoplasias] (C00 - D48)","Abril","70 - 79","Mujeres",56,46,44,52,35,42,45,47,37,35,40,37,45,50
"II. Tumores [neoplasias] (C00 - D48)","Abril","80 - 89","Hombres",86,83,84,81,97,102,72,95,90,93,95,81,95,75
"II. Tumores [neoplasias] (C00 - D48)","Abril","80 - 89","Mujeres",52,65,68,55,80,75,61,72,58,71,58,48,63,54
"II. Tumores [neoplasias] (C00 - D48)","Abril",">= 90","Hombres",10,13,12,18,18,13,15,22,19,21,25,33,41,26
"II. Tumores [neoplasias] (C00 - D48)","Abril",">= 90","Mujeres",18,17,20,23,15,30,26,32,18,34,29,37,30,31
"II. Tumores [neoplasias] (C00 - D48)","Mayo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","1 - 9","Hombres",1,0,0,0,0,1,0,1,1,1,0,1,1,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","1 - 9","Mujeres",1,0,0,0,0,0,0,0,0,0,1,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","10 - 19","Hombres",0,1,0,0,0,1,0,0,0,0,0,0,1,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","10 - 19","Mujeres",0,0,2,0,1,0,0,1,1,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","20 - 29","Hombres",2,1,1,2,0,1,0,2,0,0,2,1,0,2
"II. Tumores [neoplasias] (C00 - D48)","Mayo","20 - 29","Mujeres",0,0,0,0,0,1,2,0,0,0,0,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","30 - 39","Hombres",1,0,3,3,0,3,1,2,2,1,1,2,1,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","30 - 39","Mujeres",5,4,2,3,1,1,2,3,2,2,2,0,0,0
"II. Tumores [neoplasias] (C00 - D48)","Mayo","40 - 49","Hombres",14,10,17,9,11,5,9,10,5,5,4,5,11,6
"II. Tumores [neoplasias] (C00 - D48)","Mayo","40 - 49","Mujeres",8,19,6,8,6,11,8,9,12,7,10,6,4,8
"II. Tumores [neoplasias] (C00 - D48)","Mayo","50 - 59","Hombres",39,54,35,35,26,33,28,40,27,22,18,22,30,18
"II. Tumores [neoplasias] (C00 - D48)","Mayo","50 - 59","Mujeres",29,19,25,22,33,26,21,18,20,26,21,16,17,20
"II. Tumores [neoplasias] (C00 - D48)","Mayo","60 - 69","Hombres",79,65,65,84,76,70,62,81,75,63,50,64,65,53
"II. Tumores [neoplasias] (C00 - D48)","Mayo","60 - 69","Mujeres",21,18,35,25,29,26,42,39,31,24,37,43,52,30
"II. Tumores [neoplasias] (C00 - D48)","Mayo","70 - 79","Hombres",111,109,92,107,106,89,93,91,99,96,90,99,96,88
"II. Tumores [neoplasias] (C00 - D48)","Mayo","70 - 79","Mujeres",40,48,41,36,40,37,51,50,43,50,42,53,49,49
"II. Tumores [neoplasias] (C00 - D48)","Mayo","80 - 89","Hombres",76,75,97,76,106,104,93,108,86,107,79,92,80,98
"II. Tumores [neoplasias] (C00 - D48)","Mayo","80 - 89","Mujeres",65,68,57,69,90,62,66,72,75,60,67,77,58,54
